source,relationship,target,evidence,reason
McGinnis,WEAK_AGAINST,Lash,3,[Heavy Barrage] is countered by [Blood Rush via Movement Slow]. [Mini Turret] is countered by [Blood Rush via Movement Slow]. [Spectral Wall] is countered by [Blood Rush via Movement Slow]. 
McGinnis,WEAK_AGAINST,Mo & Krill,1,[Heavy Barrage] is countered by [Combo via Channeling]. 
McGinnis,WEAK_AGAINST,Paige,4,[Heavy Barrage] is countered by [Restoration Quill via Damage Over Time]. [Heavy Barrage] is countered by [Restoration Quill via Movement Slow]. [Mini Turret] is countered by [Restoration Quill via Movement Slow]. [Spectral Wall] is countered by [Restoration Quill via Movement Slow]. 
McGinnis,WEAK_AGAINST,Paradox,5,[Heavy Barrage] is countered by [Rewind via Damage Over Time]. [Heavy Barrage] is countered by [Rewind via Movement Slow]. [Mini Turret] is countered by [Rewind via Movement Slow]. [Spectral Wall] is countered by [Rewind via Movement Slow]. [Heavy Barrage] is countered by [Temporal Collapse via Channeling]. 
McGinnis,WEAK_AGAINST,Pocket,1,[Medicinal Specter] is countered by [Affliction via Area Heal]. 
McGinnis,WEAK_AGAINST,Seven,1,[Heavy Barrage] is countered by [Static Charge via Channeling]. 
McGinnis,WEAK_AGAINST,Victor,3,[Heavy Barrage] is countered by [Jumpstart via Movement Slow]. [Mini Turret] is countered by [Jumpstart via Movement Slow]. [Spectral Wall] is countered by [Jumpstart via Movement Slow]. 
McGinnis,WEAK_AGAINST,Vindicta,2,[Spectral Wall] is countered by [Ballistic Volley via Barrier]. [Spectral Wall] is countered by [Execution Shot via Barrier]. 
McGinnis,WEAK_AGAINST,Viscous,3,[Heavy Barrage] is countered by [The Cube via Movement Slow]. [Mini Turret] is countered by [The Cube via Movement Slow]. [Spectral Wall] is countered by [The Cube via Movement Slow]. 
McGinnis,WEAK_AGAINST,Vyper,2,[Heavy Barrage] is countered by [Petrifying Bola via Channeling]. [Medicinal Specter] is countered by [Lethal Venom via Area Heal]. 
McGinnis,WEAK_AGAINST,Warden,3,[Heavy Barrage] is countered by [Willpower via Movement Slow]. [Mini Turret] is countered by [Willpower via Movement Slow]. [Spectral Wall] is countered by [Willpower via Movement Slow]. 
McGinnis,WEAK_AGAINST,Wraith,1,[Heavy Barrage] is countered by [Telekinesis via Channeling]. 
McGinnis,WEAK_AGAINST,Yamato,3,[Heavy Barrage] is countered by [Storm's Reach via Movement Slow]. [Mini Turret] is countered by [Storm's Reach via Movement Slow]. [Spectral Wall] is countered by [Storm's Reach via Movement Slow]. 
Mina,EVEN_AGAINST,Bebop,0,No direct ability or mechanic counters found.
Mina,EVEN_AGAINST,Billy,0,No direct ability or mechanic counters found.
Mina,EVEN_AGAINST,Calico,0,No direct ability or mechanic counters found.
Mina,EVEN_AGAINST,Drifter,0,No direct ability or mechanic counters found.
Mina,EVEN_AGAINST,Haze,0,No direct ability or mechanic counters found.
Mina,EVEN_AGAINST,Ivy,0,No direct ability or mechanic counters found.
Mina,EVEN_AGAINST,Lady Geist,0,No direct ability or mechanic counters found.
Mina,EVEN_AGAINST,McGinnis,0,No direct ability or mechanic counters found.
Mina,EVEN_AGAINST,Mirage,0,No direct ability or mechanic counters found.
Mina,EVEN_AGAINST,Shiv,0,No direct ability or mechanic counters found.
Mina,EVEN_AGAINST,Sinclair,0,No direct ability or mechanic counters found.
Mina,EVEN_AGAINST,Vindicta,0,No direct ability or mechanic counters found.
Mina,WEAK_AGAINST,Abrams,2,[Requiem] is countered by [Shoulder Charge via Channeling]. [Requiem] is countered by [Seismic Impact via Channeling]. 
Mina,WEAK_AGAINST,Doorman,1,[Requiem] is countered by [Luggage Cart via Channeling]. 
Mina,WEAK_AGAINST,Dynamo,2,[Requiem] is countered by [Kinetic Pulse via Channeling]. [Requiem] is countered by [Singularity via Channeling]. 
Mina,WEAK_AGAINST,Grey Talon,1,[Requiem] is countered by [Spirit Snare via Channeling]. 
Mina,WEAK_AGAINST,Holliday,1,[Specter Step] is countered by [Crackshot via Teleport]. 
Mina,WEAK_AGAINST,Infernus,1,[Requiem] is countered by [Fire Wells via Area Heal]. 
Mina,WEAK_AGAINST,Kelvin,1,[Spectral Dagger] is countered by [Ice Path via Movement Slow]. 
Mina,WEAK_AGAINST,Lash,2,[Specter Step] is countered by [Grappling Whip via Teleport]. [Spectral Dagger] is countered by [Blood Rush via Movement Slow]. 
Mina,WEAK_AGAINST,Mo & Krill,1,[Requiem] is countered by [Combo via Channeling]. 
Mina,WEAK_AGAINST,Paige,2,[Spectral Dagger] is countered by [Restoration Quill via Damage Over Time]. [Spectral Dagger] is countered by [Restoration Quill via Movement Slow]. 
Mina,WEAK_AGAINST,Paradox,3,[Spectral Dagger] is countered by [Rewind via Damage Over Time]. [Spectral Dagger] is countered by [Rewind via Movement Slow]. [Requiem] is countered by [Temporal Collapse via Channeling]. 
Mina,WEAK_AGAINST,Pocket,1,[Requiem] is countered by [Affliction via Area Heal]. 
Mina,WEAK_AGAINST,Seven,1,[Requiem] is countered by [Static Charge via Channeling]. 
Mina,WEAK_AGAINST,Victor,1,[Spectral Dagger] is countered by [Jumpstart via Movement Slow]. 
Mina,WEAK_AGAINST,Viscous,1,[Spectral Dagger] is countered by [The Cube via Movement Slow]. 
Mina,WEAK_AGAINST,Vyper,2,[Requiem] is countered by [Petrifying Bola via Channeling]. [Requiem] is countered by [Lethal Venom via Area Heal]. 
Mina,WEAK_AGAINST,Warden,1,[Spectral Dagger] is countered by [Willpower via Movement Slow]. 
Mina,WEAK_AGAINST,Wraith,1,[Requiem] is countered by [Telekinesis via Channeling]. 
Mina,WEAK_AGAINST,Yamato,1,[Spectral Dagger] is countered by [Storm's Reach via Movement Slow]. 
Mirage,EVEN_AGAINST,Abrams,0,No direct ability or mechanic counters found.
Mirage,EVEN_AGAINST,Calico,0,No direct ability or mechanic counters found.
Mirage,EVEN_AGAINST,Doorman,0,No direct ability or mechanic counters found.
Mirage,EVEN_AGAINST,Dynamo,0,No direct ability or mechanic counters found.
Mirage,EVEN_AGAINST,Grey Talon,0,No direct ability or mechanic counters found.
Mirage,EVEN_AGAINST,Haze,0,No direct ability or mechanic counters found.
Mirage,EVEN_AGAINST,Infernus,0,No direct ability or mechanic counters found.
Mirage,EVEN_AGAINST,Lady Geist,0,No direct ability or mechanic counters found.
Mirage,EVEN_AGAINST,McGinnis,0,No direct ability or mechanic counters found.
Mirage,EVEN_AGAINST,Mina,0,No direct ability or mechanic counters found.
Mirage,EVEN_AGAINST,Mo & Krill,0,No direct ability or mechanic counters found.
Mirage,EVEN_AGAINST,Pocket,0,No direct ability or mechanic counters found.
Mirage,EVEN_AGAINST,Seven,0,No direct ability or mechanic counters found.
Mirage,EVEN_AGAINST,Shiv,0,No direct ability or mechanic counters found.
Mirage,EVEN_AGAINST,Sinclair,0,No direct ability or mechanic counters found.
Mirage,EVEN_AGAINST,Vyper,0,No direct ability or mechanic counters found.
Mirage,EVEN_AGAINST,Wraith,0,No direct ability or mechanic counters found.
Mirage,STRONG_AGAINST,Drifter,2,[Mirror Trap] counters [Smoke Hustle via Stealth]. [Hall of Mirrors] counters [Smoke Hustle via Stealth]. 
Mirage,WEAK_AGAINST,Bebop,1,[Holo Shot] is countered by [Drop the Beat via Projectile]. 
Mirage,WEAK_AGAINST,Billy,1,[Holo Shot] is countered by [Force Field via Projectile]. 
Mirage,WEAK_AGAINST,Drifter,2,[Phase Shift] is countered by [Tripwire via Stealth]. [Phase Shift] is countered by [Ricochet Rhapsody via Stealth]. 
Mirage,WEAK_AGAINST,Holliday,1,[Holo Shot] is countered by [Crackshot via Teleport]. 
Mirage,WEAK_AGAINST,Ivy,1,[Phase Shift] is countered by [Venom Trap via Stealth]. 
Mirage,WEAK_AGAINST,Kelvin,1,[Mirror Trap] is countered by [Ice Path via Movement Slow]. 
Mirage,WEAK_AGAINST,Lash,2,[Holo Shot] is countered by [Grappling Whip via Teleport]. [Mirror Trap] is countered by [Blood Rush via Movement Slow]. 
Mirage,WEAK_AGAINST,Paige,3,[Holo Shot] is countered by [Guardian Page via Projectile]. [Hall of Mirrors] is countered by [Restoration Quill via Damage Over Time]. [Mirror Trap] is countered by [Restoration Quill via Movement Slow]. 
Mirage,WEAK_AGAINST,Paradox,2,[Hall of Mirrors] is countered by [Rewind via Damage Over Time]. [Mirror Trap] is countered by [Rewind via Movement Slow]. 
Mirage,WEAK_AGAINST,Victor,1,[Mirror Trap] is countered by [Jumpstart via Movement Slow]. 
Mirage,WEAK_AGAINST,Vindicta,1,[Phase Shift] is countered by [Lock-On Round via Stealth]. 
Mirage,WEAK_AGAINST,Viscous,1,[Mirror Trap] is countered by [The Cube via Movement Slow]. 
Mirage,WEAK_AGAINST,Warden,1,[Mirror Trap] is countered by [Willpower via Movement Slow]. 
Mirage,WEAK_AGAINST,Yamato,2,[Holo Shot] is countered by [Windguard via Projectile]. [Mirror Trap] is countered by [Storm's Reach via Movement Slow]. 
Mo & Krill,EVEN_AGAINST,Abrams,0,No direct ability or mechanic counters found.
Mo & Krill,EVEN_AGAINST,Bebop,0,No direct ability or mechanic counters found.
Mo & Krill,EVEN_AGAINST,Calico,0,No direct ability or mechanic counters found.
Mo & Krill,EVEN_AGAINST,Doorman,0,No direct ability or mechanic counters found.
Mo & Krill,EVEN_AGAINST,Drifter,0,No direct ability or mechanic counters found.
Mo & Krill,EVEN_AGAINST,Grey Talon,0,No direct ability or mechanic counters found.
Mo & Krill,EVEN_AGAINST,Haze,0,No direct ability or mechanic counters found.
Mo & Krill,EVEN_AGAINST,Holliday,0,No direct ability or mechanic counters found.
Mo & Krill,EVEN_AGAINST,Infernus,0,No direct ability or mechanic counters found.
Mo & Krill,EVEN_AGAINST,Kelvin,0,No direct ability or mechanic counters found.
Mo & Krill,EVEN_AGAINST,Lady Geist,0,No direct ability or mechanic counters found.
Mo & Krill,EVEN_AGAINST,Mirage,0,No direct ability or mechanic counters found.
Mo & Krill,EVEN_AGAINST,Pocket,0,No direct ability or mechanic counters found.
Mo & Krill,EVEN_AGAINST,Shiv,0,No direct ability or mechanic counters found.
Mo & Krill,EVEN_AGAINST,Sinclair,0,No direct ability or mechanic counters found.
Mo & Krill,EVEN_AGAINST,Victor,0,No direct ability or mechanic counters found.
Mo & Krill,EVEN_AGAINST,Vindicta,0,No direct ability or mechanic counters found.
Mo & Krill,EVEN_AGAINST,Vyper,0,No direct ability or mechanic counters found.
Mo & Krill,EVEN_AGAINST,Wraith,0,No direct ability or mechanic counters found.
Mo & Krill,STRONG_AGAINST,Billy,1,[Combo] counters [Bullet Storm via Channeling]. 
Mo & Krill,STRONG_AGAINST,Dynamo,1,[Combo] counters [Rejuvenating Aurora via Channeling]. 
Mo & Krill,STRONG_AGAINST,Ivy,1,[Combo] counters [Execution Beam via Channeling]. 
Mo & Krill,STRONG_AGAINST,Lash,1,[Combo] counters [Guillotine Frenzy via Channeling]. 
Mo & Krill,STRONG_AGAINST,McGinnis,1,[Combo] counters [Heavy Barrage via Channeling]. 
Mo & Krill,STRONG_AGAINST,Mina,1,[Combo] counters [Requiem via Channeling]. 
Mo & Krill,STRONG_AGAINST,Paige,1,[Combo] counters [Final Chapter via Channeling]. 
Mo & Krill,STRONG_AGAINST,Paradox,1,[Combo] counters [Temporal Collapse via Channeling]. 
Mo & Krill,STRONG_AGAINST,Seven,1,[Combo] counters [Storm Cloud via Channeling]. 
Mo & Krill,STRONG_AGAINST,Warden,1,[Combo] counters [Last Stand via Channeling]. 
Mo & Krill,WEAK_AGAINST,Viscous,1,[Sand Blast] is countered by [The Cube via Damage Output Reduction]. 
Mo & Krill,WEAK_AGAINST,Yamato,1,[Sand Blast] is countered by [Storm's Reach via Damage Output Reduction]. 
Paige,EVEN_AGAINST,Calico,0,No direct ability or mechanic counters found.
Paige,EVEN_AGAINST,Sinclair,0,No direct ability or mechanic counters found.
Paige,STRONG_AGAINST,Billy,1,[Guardian Page] counters [Force Field via Projectile]. 
Paige,STRONG_AGAINST,Doorman,1,[Restoration Quill] counters [Call Bell via Movement Slow]. 
Paige,STRONG_AGAINST,Drifter,2,[Guardian Page] counters [Warp Shot via Projectile]. [Guardian Page] counters [Ricochet Rhapsody via Projectile]. 
Paige,STRONG_AGAINST,Dynamo,1,[Restoration Quill] counters [Kinetic Pulse via Movement Slow]. 
Paige,STRONG_AGAINST,Grey Talon,1,[Restoration Quill] counters [Rain of Arrows via Movement Slow]. 
Paige,STRONG_AGAINST,Haze,2,[Restoration Quill] counters [Smoke Bomb via Movement Slow]. [Restoration Quill] counters [Sleep Dagger via Movement Slow]. 
Paige,STRONG_AGAINST,Holliday,1,[Restoration Quill] counters [Crackshot via Movement Slow]. 
Paige,STRONG_AGAINST,Infernus,4,[Restoration Quill] counters [Blazing Advance via Damage Over Time]. [Restoration Quill] counters [Flame Shot via Damage Over Time]. [Restoration Quill] counters [Fire Wells via Damage Over Time]. [Restoration Quill] counters [Blazing Advance via Movement Slow]. 
Paige,STRONG_AGAINST,Ivy,4,[Restoration Quill] counters [Fear Toxin via Damage Over Time]. [Restoration Quill] counters [Venom Trap via Damage Over Time]. [Restoration Quill] counters [Toxic Bolt via Damage Over Time]. [Restoration Quill] counters [Toxic Bolt via Movement Slow]. 
Paige,STRONG_AGAINST,Kelvin,3,[Restoration Quill] counters [Frozen Shelter via Movement Slow]. [Restoration Quill] counters [Arctic Beam via Movement Slow]. [Restoration Quill] counters [Frost Grenade via Movement Slow]. 
Paige,STRONG_AGAINST,Lady Geist,2,[Restoration Quill] counters [Essence Bomb via Damage Over Time]. [Restoration Quill] counters [Life Drain via Movement Slow]. 
Paige,STRONG_AGAINST,McGinnis,4,[Restoration Quill] counters [Heavy Barrage via Damage Over Time]. [Restoration Quill] counters [Heavy Barrage via Movement Slow]. [Restoration Quill] counters [Mini Turret via Movement Slow]. [Restoration Quill] counters [Spectral Wall via Movement Slow]. 
Paige,STRONG_AGAINST,Mina,2,[Restoration Quill] counters [Spectral Dagger via Damage Over Time]. [Restoration Quill] counters [Spectral Dagger via Movement Slow]. 
Paige,STRONG_AGAINST,Mirage,3,[Guardian Page] counters [Holo Shot via Projectile]. [Restoration Quill] counters [Hall of Mirrors via Damage Over Time]. [Restoration Quill] counters [Mirror Trap via Movement Slow]. 
Paige,STRONG_AGAINST,Paradox,1,[Restoration Quill] counters [Chrono Burst via Movement Slow]. 
Paige,STRONG_AGAINST,Pocket,2,[Restoration Quill] counters [Affliction via Damage Over Time]. [Restoration Quill] counters [Barrage via Movement Slow]. 
Paige,STRONG_AGAINST,Seven,2,[Restoration Quill] counters [Storm Cloud via Damage Over Time]. [Restoration Quill] counters [Lightning Ball via Movement Slow]. 
Paige,STRONG_AGAINST,Shiv,1,[Restoration Quill] counters [Serrated Knives via Movement Slow]. 
Paige,STRONG_AGAINST,Victor,1,[Restoration Quill] counters [Aura of Suffering via Movement Slow]. 
Paige,STRONG_AGAINST,Vindicta,1,[Guardian Page] counters [Ballistic Volley via Projectile]. 
Paige,STRONG_AGAINST,Viscous,4,[Restoration Quill] counters [Splatter via Damage Over Time]. [Restoration Quill] counters [Goo Ball via Damage Over Time]. [Restoration Quill] counters [Splatter via Movement Slow]. [Restoration Quill] counters [Puddle Punch via Movement Slow]. 
Paige,STRONG_AGAINST,Vyper,2,[Restoration Quill] counters [Lethal Venom via Damage Over Time]. [Restoration Quill] counters [Screwjab Dagger via Movement Slow]. 
Paige,STRONG_AGAINST,Warden,1,[Restoration Quill] counters [Alchemical Flask via Movement Slow]. 
Paige,STRONG_AGAINST,Wraith,1,[Restoration Quill] counters [Card Trick via Movement Slow]. 
Paige,STRONG_AGAINST,Yamato,1,[Guardian Page] counters [Windguard via Projectile]. 
Paige,WEAK_AGAINST,Abrams,2,[Final Chapter] is countered by [Shoulder Charge via Channeling]. [Final Chapter] is countered by [Seismic Impact via Channeling]. 
Paige,WEAK_AGAINST,Bebop,3,[Guardian Page] is countered by [Drop the Beat via Projectile]. [Guardian Page] is countered by [Sound Barrier via Barrier]. [Final Chapter] is countered by [Sound Barrier via Barrier]. 
Paige,WEAK_AGAINST,Billy,1,[Guardian Page] is countered by [Force Field via Projectile]. 
Paige,WEAK_AGAINST,Doorman,1,[Final Chapter] is countered by [Luggage Cart via Channeling]. 
Paige,WEAK_AGAINST,Dynamo,2,[Final Chapter] is countered by [Kinetic Pulse via Channeling]. [Final Chapter] is countered by [Singularity via Channeling]. 
Paige,WEAK_AGAINST,Grey Talon,1,[Final Chapter] is countered by [Spirit Snare via Channeling]. 
Paige,WEAK_AGAINST,Haze,2,[Guardian Page] is countered by [Voidstrike via Barrier]. [Final Chapter] is countered by [Voidstrike via Barrier]. 
Paige,WEAK_AGAINST,Infernus,2,[Final Chapter] is countered by [Fire Wells via Area Heal]. [Restoration Quill] is countered by [Fire Wells via Area Heal]. 
Paige,WEAK_AGAINST,Kelvin,1,[Page Turner] is countered by [Ice Path via Movement Slow]. 
Paige,WEAK_AGAINST,Lash,1,[Page Turner] is countered by [Blood Rush via Movement Slow]. 
Paige,WEAK_AGAINST,Mo & Krill,1,[Final Chapter] is countered by [Combo via Channeling]. 
Paige,WEAK_AGAINST,Paradox,2,[Page Turner] is countered by [Rewind via Movement Slow]. [Final Chapter] is countered by [Temporal Collapse via Channeling]. 
Paige,WEAK_AGAINST,Pocket,2,[Final Chapter] is countered by [Affliction via Area Heal]. [Restoration Quill] is countered by [Affliction via Area Heal]. 
Paige,WEAK_AGAINST,Seven,1,[Final Chapter] is countered by [Static Charge via Channeling]. 
Paige,WEAK_AGAINST,Victor,1,[Page Turner] is countered by [Jumpstart via Movement Slow]. 
Paige,WEAK_AGAINST,Vindicta,4,[Guardian Page] is countered by [Ballistic Volley via Barrier]. [Final Chapter] is countered by [Ballistic Volley via Barrier]. [Guardian Page] is countered by [Execution Shot via Barrier]. [Final Chapter] is countered by [Execution Shot via Barrier]. 
Paige,WEAK_AGAINST,Viscous,1,[Page Turner] is countered by [The Cube via Movement Slow]. 
Paige,WEAK_AGAINST,Vyper,3,[Final Chapter] is countered by [Petrifying Bola via Channeling]. [Final Chapter] is countered by [Lethal Venom via Area Heal]. [Restoration Quill] is countered by [Lethal Venom via Area Heal]. 
Paige,WEAK_AGAINST,Warden,1,[Page Turner] is countered by [Willpower via Movement Slow]. 
Paige,WEAK_AGAINST,Wraith,1,[Final Chapter] is countered by [Telekinesis via Channeling]. 
Paige,WEAK_AGAINST,Yamato,2,[Guardian Page] is countered by [Windguard via Projectile]. [Page Turner] is countered by [Storm's Reach via Movement Slow]. 
Paradox,EVEN_AGAINST,Bebop,0,No direct ability or mechanic counters found.
Paradox,EVEN_AGAINST,Calico,0,No direct ability or mechanic counters found.
Paradox,EVEN_AGAINST,Drifter,0,No direct ability or mechanic counters found.
Paradox,EVEN_AGAINST,Sinclair,0,No direct ability or mechanic counters found.
Paradox,EVEN_AGAINST,Vindicta,0,No direct ability or mechanic counters found.
Paradox,STRONG_AGAINST,Billy,1,[Temporal Collapse] counters [Bullet Storm via Channeling]. 
Paradox,STRONG_AGAINST,Doorman,1,[Rewind] counters [Call Bell via Movement Slow]. 
Paradox,STRONG_AGAINST,Dynamo,2,[Rewind] counters [Kinetic Pulse via Movement Slow]. [Temporal Collapse] counters [Rejuvenating Aurora via Channeling]. 
Paradox,STRONG_AGAINST,Grey Talon,1,[Rewind] counters [Rain of Arrows via Movement Slow]. 
Paradox,STRONG_AGAINST,Haze,2,[Rewind] counters [Smoke Bomb via Movement Slow]. [Rewind] counters [Sleep Dagger via Movement Slow]. 
Paradox,STRONG_AGAINST,Holliday,1,[Rewind] counters [Crackshot via Movement Slow]. 
Paradox,STRONG_AGAINST,Infernus,5,[Rewind] counters [Blazing Advance via Damage Over Time]. [Rewind] counters [Flame Shot via Damage Over Time]. [Rewind] counters [Fire Wells via Damage Over Time]. [Rewind] counters [Blazing Advance via Movement Slow]. [Rewind] counters [Fire Wells via Healing Reduction]. 
Paradox,STRONG_AGAINST,Ivy,5,[Rewind] counters [Fear Toxin via Damage Over Time]. [Rewind] counters [Venom Trap via Damage Over Time]. [Rewind] counters [Toxic Bolt via Damage Over Time]. [Rewind] counters [Toxic Bolt via Movement Slow]. [Temporal Collapse] counters [Execution Beam via Channeling]. 
Paradox,STRONG_AGAINST,Kelvin,3,[Rewind] counters [Frozen Shelter via Movement Slow]. [Rewind] counters [Arctic Beam via Movement Slow]. [Rewind] counters [Frost Grenade via Movement Slow]. 
Paradox,STRONG_AGAINST,Lady Geist,2,[Rewind] counters [Essence Bomb via Damage Over Time]. [Rewind] counters [Life Drain via Movement Slow]. 
Paradox,STRONG_AGAINST,Lash,1,[Temporal Collapse] counters [Guillotine Frenzy via Channeling]. 
Paradox,STRONG_AGAINST,McGinnis,5,[Rewind] counters [Heavy Barrage via Damage Over Time]. [Rewind] counters [Heavy Barrage via Movement Slow]. [Rewind] counters [Mini Turret via Movement Slow]. [Rewind] counters [Spectral Wall via Movement Slow]. [Temporal Collapse] counters [Heavy Barrage via Channeling]. 
Paradox,STRONG_AGAINST,Mina,3,[Rewind] counters [Spectral Dagger via Damage Over Time]. [Rewind] counters [Spectral Dagger via Movement Slow]. [Temporal Collapse] counters [Requiem via Channeling]. 
Paradox,STRONG_AGAINST,Mirage,2,[Rewind] counters [Hall of Mirrors via Damage Over Time]. [Rewind] counters [Mirror Trap via Movement Slow]. 
Paradox,STRONG_AGAINST,Paige,2,[Rewind] counters [Page Turner via Movement Slow]. [Temporal Collapse] counters [Final Chapter via Channeling]. 
Paradox,STRONG_AGAINST,Pocket,3,[Rewind] counters [Affliction via Damage Over Time]. [Rewind] counters [Barrage via Movement Slow]. [Rewind] counters [Affliction via Healing Reduction]. 
Paradox,STRONG_AGAINST,Seven,3,[Rewind] counters [Storm Cloud via Damage Over Time]. [Rewind] counters [Lightning Ball via Movement Slow]. [Temporal Collapse] counters [Storm Cloud via Channeling]. 
Paradox,STRONG_AGAINST,Shiv,1,[Rewind] counters [Serrated Knives via Movement Slow]. 
Paradox,STRONG_AGAINST,Victor,1,[Rewind] counters [Aura of Suffering via Movement Slow]. 
Paradox,STRONG_AGAINST,Viscous,4,[Rewind] counters [Splatter via Damage Over Time]. [Rewind] counters [Goo Ball via Damage Over Time]. [Rewind] counters [Splatter via Movement Slow]. [Rewind] counters [Puddle Punch via Movement Slow]. 
Paradox,STRONG_AGAINST,Vyper,3,[Rewind] counters [Lethal Venom via Damage Over Time]. [Rewind] counters [Screwjab Dagger via Movement Slow]. [Rewind] counters [Lethal Venom via Healing Reduction]. 
Paradox,STRONG_AGAINST,Warden,2,[Rewind] counters [Alchemical Flask via Movement Slow]. [Temporal Collapse] counters [Last Stand via Channeling]. 
Paradox,STRONG_AGAINST,Wraith,1,[Rewind] counters [Card Trick via Movement Slow]. 
Paradox,WEAK_AGAINST,Abrams,2,[Temporal Collapse] is countered by [Shoulder Charge via Channeling]. [Temporal Collapse] is countered by [Seismic Impact via Channeling]. 
Paradox,WEAK_AGAINST,Doorman,1,[Temporal Collapse] is countered by [Luggage Cart via Channeling]. 
Paradox,WEAK_AGAINST,Dynamo,2,[Temporal Collapse] is countered by [Kinetic Pulse via Channeling]. [Temporal Collapse] is countered by [Singularity via Channeling]. 
Paradox,WEAK_AGAINST,Grey Talon,1,[Temporal Collapse] is countered by [Spirit Snare via Channeling]. 
Paradox,WEAK_AGAINST,Holliday,1,[Rewind] is countered by [Crackshot via Teleport]. 
Paradox,WEAK_AGAINST,Infernus,1,[Rewind] is countered by [Fire Wells via Area Heal]. 
Paradox,WEAK_AGAINST,Kelvin,1,[Chrono Burst] is countered by [Ice Path via Movement Slow]. 
Paradox,WEAK_AGAINST,Lash,2,[Rewind] is countered by [Grappling Whip via Teleport]. [Chrono Burst] is countered by [Blood Rush via Movement Slow]. 
Paradox,WEAK_AGAINST,Mo & Krill,1,[Temporal Collapse] is countered by [Combo via Channeling]. 
Paradox,WEAK_AGAINST,Paige,1,[Chrono Burst] is countered by [Restoration Quill via Movement Slow]. 
Paradox,WEAK_AGAINST,Pocket,1,[Rewind] is countered by [Affliction via Area Heal]. 
Paradox,WEAK_AGAINST,Seven,1,[Temporal Collapse] is countered by [Static Charge via Channeling]. 
Paradox,WEAK_AGAINST,Victor,2,[Chrono Burst] is countered by [Jumpstart via Movement Slow]. [Event Horizon] is countered by [Jumpstart via Fire Rate Slow]. 
Paradox,WEAK_AGAINST,Viscous,2,[Chrono Burst] is countered by [The Cube via Movement Slow]. [Event Horizon] is countered by [The Cube via Fire Rate Slow]. 
Paradox,WEAK_AGAINST,Vyper,2,[Temporal Collapse] is countered by [Petrifying Bola via Channeling]. [Rewind] is countered by [Lethal Venom via Area Heal]. 
Paradox,WEAK_AGAINST,Warden,1,[Chrono Burst] is countered by [Willpower via Movement Slow]. 
Paradox,WEAK_AGAINST,Wraith,1,[Temporal Collapse] is countered by [Telekinesis via Channeling]. 
Paradox,WEAK_AGAINST,Yamato,2,[Chrono Burst] is countered by [Storm's Reach via Movement Slow]. [Event Horizon] is countered by [Storm's Reach via Fire Rate Slow]. 
Pocket,EVEN_AGAINST,Bebop,0,No direct ability or mechanic counters found.
Pocket,EVEN_AGAINST,Billy,0,No direct ability or mechanic counters found.
Pocket,EVEN_AGAINST,Doorman,0,No direct ability or mechanic counters found.
Pocket,EVEN_AGAINST,Drifter,0,No direct ability or mechanic counters found.
Pocket,EVEN_AGAINST,Grey Talon,0,No direct ability or mechanic counters found.
Pocket,EVEN_AGAINST,Haze,0,No direct ability or mechanic counters found.
Pocket,EVEN_AGAINST,Infernus,0,No direct ability or mechanic counters found.
Pocket,EVEN_AGAINST,Ivy,0,No direct ability or mechanic counters found.
Pocket,EVEN_AGAINST,Lady Geist,0,No direct ability or mechanic counters found.
Pocket,EVEN_AGAINST,Mirage,0,No direct ability or mechanic counters found.
Pocket,EVEN_AGAINST,Mo & Krill,0,No direct ability or mechanic counters found.
Pocket,EVEN_AGAINST,Seven,0,No direct ability or mechanic counters found.
Pocket,EVEN_AGAINST,Shiv,0,No direct ability or mechanic counters found.
Pocket,EVEN_AGAINST,Sinclair,0,No direct ability or mechanic counters found.
Pocket,EVEN_AGAINST,Vindicta,0,No direct ability or mechanic counters found.
Pocket,EVEN_AGAINST,Vyper,0,No direct ability or mechanic counters found.
Pocket,EVEN_AGAINST,Wraith,0,No direct ability or mechanic counters found.
Pocket,STRONG_AGAINST,Abrams,1,[Affliction] counters [Infernal Resilience via Self Heal]. 
Pocket,STRONG_AGAINST,Calico,1,[Affliction] counters [Leaping Slash via Self Heal]. 
Pocket,STRONG_AGAINST,Dynamo,1,[Affliction] counters [Rejuvenating Aurora via Area Heal]. 
Pocket,STRONG_AGAINST,Kelvin,2,[Affliction] counters [Frost Grenade via Area Heal]. [Affliction] counters [Frozen Shelter via Area Heal]. 
Pocket,STRONG_AGAINST,Lash,1,[Affliction] counters [Guillotine Frenzy via Self Heal]. 
Pocket,STRONG_AGAINST,McGinnis,1,[Affliction] counters [Medicinal Specter via Area Heal]. 
Pocket,STRONG_AGAINST,Mina,1,[Affliction] counters [Requiem via Area Heal]. 
Pocket,STRONG_AGAINST,Paige,2,[Affliction] counters [Final Chapter via Area Heal]. [Affliction] counters [Restoration Quill via Area Heal]. 
Pocket,STRONG_AGAINST,Paradox,1,[Affliction] counters [Rewind via Area Heal]. 
Pocket,STRONG_AGAINST,Victor,1,[Affliction] counters [Jumpstart via Self Heal]. 
Pocket,STRONG_AGAINST,Viscous,1,[Affliction] counters [The Cube via Area Heal]. 
Pocket,WEAK_AGAINST,Holliday,1,[Flying Cloak] is countered by [Crackshot via Teleport]. 
Pocket,WEAK_AGAINST,Kelvin,1,[Barrage] is countered by [Ice Path via Movement Slow]. 
